#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	72366	69298	95.76	104	0.14	45	0.06	179	0.25	2740	3.79
Ecoli	72366	72359	99.99	0	0.00	0	0.00	2	0.00	5	0.01
PhiX	72366	72366	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	72366	72366	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Vectors	72366	71768	99.17	0	0.00	0	0.00	19	0.03	579	0.80
Bacteria_24k	72366	57389	79.30	3437	4.75	5592	7.73	373	0.52	5575	7.70
Protists_1k	72366	63838	88.21	503	0.70	499	0.69	2480	3.43	5046	6.97
Viruses	72366	70607	97.57	16	0.02	12	0.02	158	0.22	1573	2.17
Fungi_RefSeq_release	72366	69339	95.81	58	0.08	19	0.03	294	0.41	2656	3.67
Coral	72366	70669	97.66	3	0.00	1	0.00	173	0.24	1520	2.10
Bird	72366	70043	96.79	26	0.04	1	0.00	241	0.33	2055	2.84
Plant	72366	70107	96.88	11	0.02	7	0.01	177	0.24	2064	2.85

%Hit_no_genomes: 75.15
