#Fastq_screen version: 0.14.1	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	3382636	3088987	91.32	4706	0.14	1062	0.03	16513	0.49	271368	8.02
Ecoli	3382636	3382631	100.00	0	0.00	0	0.00	1	0.00	4	0.00
PhiX	3382636	3382636	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	3382636	3382630	100.00	0	0.00	0	0.00	0	0.00	6	0.00
Vectors	3382636	3271067	96.71	6	0.00	8	0.00	774	0.02	110781	3.27
Bacteria_24k	3382636	3185178	94.17	507	0.01	496	0.01	10228	0.30	186227	5.51
Protists_1k	3382636	3020739	89.29	16757	0.50	34480	1.02	5325	0.16	305335	9.03
Viruses	3382636	3181624	94.05	242	0.01	170	0.01	8931	0.26	191669	5.67
Fungi_RefSeq_release	3382636	3089612	91.33	3222	0.10	1005	0.03	18224	0.54	270573	8.00
Coral	3382636	3179342	93.99	282	0.01	71	0.00	12993	0.38	189948	5.62
Bird	3382636	3147498	93.05	2153	0.06	268	0.01	19280	0.57	213437	6.31
Plant	3382636	3156145	93.31	500	0.01	142	0.00	13402	0.40	212447	6.28

%Hit_no_genomes: 88.69
