NODE_100029_length_2239_cov_2.924766	827	960	0	94	133	0.7067669
NODE_100029_length_2239_cov_2.924766	827	960	2	39	133	0.2932331
NODE_100054_length_2238_cov_4.719963	1205	1338	6	10	133	0.0751880
NODE_100054_length_2238_cov_4.719963	1205	1338	7	12	133	0.0902256
NODE_100054_length_2238_cov_4.719963	1205	1338	8	55	133	0.4135338
NODE_100054_length_2238_cov_4.719963	1205	1338	9	1	133	0.0075188
NODE_100054_length_2238_cov_4.719963	1205	1338	10	23	133	0.1729323
NODE_100054_length_2238_cov_4.719963	1205	1338	11	8	133	0.0601504
NODE_100054_length_2238_cov_4.719963	1205	1338	12	11	133	0.0827068
NODE_100054_length_2238_cov_4.719963	1205	1338	16	4	133	0.0300752
NODE_100054_length_2238_cov_4.719963	1205	1338	23	9	133	0.0676692
NODE_100115_length_2237_cov_4.516370	819	952	11	3	133	0.0225564
NODE_100115_length_2237_cov_4.516370	819	952	12	20	133	0.1503759
NODE_100115_length_2237_cov_4.516370	819	952	13	4	133	0.0300752
NODE_100115_length_2237_cov_4.516370	819	952	14	22	133	0.1654135
NODE_100115_length_2237_cov_4.516370	819	952	15	5	133	0.0375940
NODE_100115_length_2237_cov_4.516370	819	952	16	25	133	0.1879699
NODE_100115_length_2237_cov_4.516370	819	952	18	9	133	0.0676692
NODE_100115_length_2237_cov_4.516370	819	952	20	6	133	0.0451128
NODE_100115_length_2237_cov_4.516370	819	952	21	29	133	0.2180451
NODE_100115_length_2237_cov_4.516370	819	952	23	7	133	0.0526316
NODE_100115_length_2237_cov_4.516370	819	952	24	3	133	0.0225564
NODE_10016_length_7401_cov_5.952068	5213	5346	5	2	133	0.0150376
NODE_10016_length_7401_cov_5.952068	5213	5346	8	4	133	0.0300752
NODE_10016_length_7401_cov_5.952068	5213	5346	9	37	133	0.2781955
NODE_10016_length_7401_cov_5.952068	5213	5346	11	20	133	0.1503759
NODE_10016_length_7401_cov_5.952068	5213	5346	12	6	133	0.0451128
NODE_10016_length_7401_cov_5.952068	5213	5346	30	11	133	0.0827068
NODE_10016_length_7401_cov_5.952068	5213	5346	32	53	133	0.3984962
NODE_10019_length_7400_cov_9.406520	639	772	1	8	133	0.0601504
NODE_10019_length_7400_cov_9.406520	639	772	2	6	133	0.0451128
NODE_10019_length_7400_cov_9.406520	639	772	3	15	133	0.1127820
NODE_10019_length_7400_cov_9.406520	639	772	5	104	133	0.7819549
NODE_100205_length_2236_cov_3.732803	1494	1627	12	6	133	0.0451128
NODE_100205_length_2236_cov_3.732803	1494	1627	15	2	133	0.0150376
NODE_100205_length_2236_cov_3.732803	1494	1627	16	30	133	0.2255639
NODE_100205_length_2236_cov_3.732803	1494	1627	17	3	133	0.0225564
NODE_100205_length_2236_cov_3.732803	1494	1627	18	15	133	0.1127820
NODE_100205_length_2236_cov_3.732803	1494	1627	19	4	133	0.0300752
NODE_100205_length_2236_cov_3.732803	1494	1627	20	5	133	0.0375940
