Sample	total_reads	Human counts	Human percentage	Ecoli counts	Ecoli percentage	PhiX counts	PhiX percentage	Contamnts_Adaptrs counts	Contamnts_Adaptrs percentage	Vectors counts	Vectors percentage	Bacteria_24k counts	Bacteria_24k percentage	Protists_1k counts	Protists_1k percentage	Viruses counts	Viruses percentage	Fungi_RefSeq_release counts	Fungi_RefSeq_release percentage	Coral counts	Coral percentage	Bird counts	Bird percentage	Plant counts	Plant percentage	No hits counts	No hits percentage
Tzo-AMvi_001_Ex1_L4_clmp.fp2_r1_screen	4324973	451982.0	10.44	3.0	0.0	0.0	0.0	46.0	0.0	113971.0	2.63	340660.0	7.88	540733.0	12.5	321142.0	7.42	453634.0	10.49	360873.0	8.34	406810.0	9.41	348582.0	8.059999999999999	3739371	86.46
Tzo-AMvi_001_Ex1_L4_clmp.fp2_r2_screen	4324973	456305.0	10.56	2.0	0.0	0.0	0.0	2.0	0.0	114106.0	2.64	344582.0	7.97	550169.0	12.72	321707.0	7.43	459926.0	10.629999999999999	364398.0	8.43	411507.0	9.51	352528.0	8.16	3730721	86.26
Tzo-AMvi_002_Ex1_L4_clmp.fp2_r1_screen	1891371	169526.0	8.96	5.0	0.0	0.0	0.0	51.0	0.0	49305.0	2.5999999999999996	122857.0	6.49	200127.0	10.59	111020.0	5.87	164143.0	8.68	126738.0	6.7	144704.0	7.64	121829.0	6.44	1664217	87.99
Tzo-AMvi_002_Ex1_L4_clmp.fp2_r2_screen	1891371	169751.0	8.98	5.0	0.0	0.0	0.0	3.0	0.0	48457.0	2.56	121553.0	6.42	201352.0	10.65	109721.0	5.8	163662.0	8.66	125995.0	6.67	144259.0	7.63	121123.0	6.4	1663460	87.95
Tzo-AMvi_003_Ex1_L4_clmp.fp2_r1_screen	3480847	292221.0	8.4	13.0	0.0	0.0	0.0	122.0	0.0	55456.0	1.59	190670.0	5.48	359201.0	10.32	171989.0	4.95	279871.0	8.05	205925.0	5.91	241254.0	6.92	195057.0	5.59	3070107	88.2
Tzo-AMvi_003_Ex1_L4_clmp.fp2_r2_screen	3480847	294439.0	8.45	2.0	0.0	0.0	0.0	1.0	0.0	55703.0	1.6	192866.0	5.54	366184.0	10.520000000000001	173484.0	4.98	283694.0	8.15	208708.0	5.99	245367.0	7.050000000000001	197880.0	5.6899999999999995	3064189	88.03
Tzo-AMvi_004_Ex1_L4_clmp.fp2_r1_screen	3011465	269284.0	8.95	12.0	0.0	0.0	0.0	59.0	0.0	66951.0	2.2199999999999998	194700.0	6.46	333244.0	11.07	179360.0	5.949999999999999	268692.0	8.93	207019.0	6.859999999999999	237780.0	7.9	199161.0	6.609999999999999	2644668	87.82
Tzo-AMvi_004_Ex1_L4_clmp.fp2_r2_screen	3011465	271150.0	9.01	5.0	0.0	0.0	0.0	3.0	0.0	66605.0	2.22	195177.0	6.4799999999999995	336873.0	11.19	179282.0	5.95	270981.0	8.99	208727.0	6.93	239068.0	7.9399999999999995	199484.0	6.619999999999999	2640753	87.69
Tzo-AMvi_005_Ex1_L4_clmp.fp2_r1_screen	4372898	382216.0	8.74	1.0	0.0	0.0	0.0	145.0	0.0	99265.0	2.27	274791.0	6.28	465835.0	10.649999999999999	258861.0	5.92	381720.0	8.73	295439.0	6.75	336975.0	7.699999999999999	283954.0	6.49	3861706	88.31
Tzo-AMvi_005_Ex1_L4_clmp.fp2_r2_screen	4372898	385780.0	8.82	1.0	0.0	0.0	0.0	7.0	0.0	100070.0	2.29	278204.0	6.36	474085.0	10.85	260768.0	5.96	386787.0	8.85	297215.0	6.79	340754.0	7.8	288035.0	6.59	3853397	88.12
