#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	5981645	2729503	45.63	9013	0.15	2731	0.05	22081	0.37	3218317	53.80
Ecoli	5981645	5981605	100.00	0	0.00	0	0.00	6	0.00	34	0.00
PhiX	5981645	5981645	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	5981645	5980715	99.98	2	0.00	1	0.00	9	0.00	918	0.02
Vectors	5981645	4070084	68.04	8	0.00	3	0.00	3063	0.05	1908487	31.91
Bacteria_24k	5981645	2944978	49.24	3654	0.06	7895	0.13	27517	0.46	2997601	50.11
Protists_1k	5981645	2664983	44.56	20468	0.34	34829	0.58	11471	0.19	3249894	54.33
Viruses	5981645	2905623	48.58	208	0.00	92	0.00	20260	0.34	3055462	51.08
Fungi_RefSeq_release	5981645	2749618	45.96	2699	0.05	538	0.01	25431	0.43	3203359	53.55
Coral	5981645	2895527	48.41	405	0.01	208	0.00	37833	0.63	3047672	50.95
Bird	5981645	2827207	47.26	1007	0.02	2909	0.05	31169	0.52	3119353	52.15
Plant	5981645	2824260	47.21	1085	0.02	302	0.01	27512	0.46	3128486	52.30

%Hit_no_genomes: 43.76
