#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	182053	156347	85.88	194	0.11	37	0.02	624	0.34	24851	13.65
Ecoli	182053	182053	100.00	0	0.00	0	0.00	0	0.00	0	0.00
PhiX	182053	182053	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	182053	182051	100.00	0	0.00	0	0.00	0	0.00	2	0.00
Vectors	182053	165310	90.81	0	0.00	0	0.00	77	0.04	16666	9.15
Bacteria_24k	182053	160904	88.38	46	0.03	58	0.03	440	0.24	20605	11.32
Protists_1k	182053	153965	84.58	537	0.29	1297	0.71	299	0.16	25955	14.26
Viruses	182053	160000	87.88	11	0.01	2	0.00	384	0.21	21656	11.90
Fungi_RefSeq_release	182053	156767	86.11	89	0.05	23	0.01	729	0.40	24445	13.43
Coral	182053	159989	87.88	22	0.01	5	0.00	707	0.39	21330	11.72
Bird	182053	158309	86.95	73	0.04	275	0.15	721	0.40	22675	12.46
Plant	182053	158634	87.13	40	0.02	28	0.02	577	0.32	22774	12.51

%Hit_no_genomes: 83.90
