#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	5436440	3752569	69.02	8647	0.16	2347	0.04	22094	0.41	1650783	30.37
Ecoli	5436440	5436328	100.00	0	0.00	0	0.00	16	0.00	96	0.00
PhiX	5436440	5436440	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	5436440	5436365	100.00	0	0.00	0	0.00	0	0.00	75	0.00
Vectors	5436440	4246799	78.11	11	0.00	0	0.00	2033	0.04	1187597	21.85
Bacteria_24k	5436440	3877220	71.32	7658	0.14	20884	0.38	17947	0.33	1512731	27.83
Protists_1k	5436440	3664525	67.40	25431	0.47	41678	0.77	15341	0.28	1689465	31.08
Viruses	5436440	3887049	71.50	161	0.00	73	0.00	13549	0.25	1535608	28.25
Fungi_RefSeq_release	5436440	3769446	69.34	3613	0.07	662	0.01	24512	0.45	1638207	30.13
Coral	5436440	3877662	71.33	464	0.01	196	0.00	24083	0.44	1534035	28.22
Bird	5436440	3833686	70.53	1179	0.02	682	0.01	23559	0.43	1577334	29.01
Plant	5436440	3827860	70.41	1128	0.02	278	0.01	21114	0.39	1586060	29.17

%Hit_no_genomes: 66.34
