#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	3794557	3219996	84.85	5613	0.15	1377	0.04	17087	0.45	550484	14.51
Ecoli	3794557	3794544	100.00	0	0.00	0	0.00	3	0.00	10	0.00
PhiX	3794557	3794556	100.00	0	0.00	0	0.00	1	0.00	0	0.00
Contamnts_Adaptrs	3794557	3794541	100.00	0	0.00	0	0.00	1	0.00	15	0.00
Vectors	3794557	3469369	91.43	13	0.00	4	0.00	1676	0.04	323495	8.53
Bacteria_24k	3794557	3332953	87.84	3309	0.09	5042	0.13	13021	0.34	440232	11.60
Protists_1k	3794557	3153150	83.10	19280	0.51	32413	0.85	8684	0.23	581030	15.31
Viruses	3794557	3314737	87.36	462	0.01	129	0.00	16276	0.43	462953	12.20
Fungi_RefSeq_release	3794557	3242579	85.46	3771	0.10	1185	0.03	19440	0.51	527582	13.90
Coral	3794557	3335394	87.89	437	0.01	231	0.01	16530	0.44	441965	11.65
Bird	3794557	3287216	86.62	2899	0.08	5959	0.16	25693	0.68	472790	12.46
Plant	3794557	3300602	86.98	978	0.03	287	0.01	16000	0.42	476690	12.56

%Hit_no_genomes: 82.02
