#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	2109828	1064536	50.46	3476	0.16	985	0.05	3667	0.17	1037164	49.16
Ecoli	2109828	2109655	99.99	0	0.00	0	0.00	42	0.00	131	0.01
PhiX	2109828	2109828	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	2109828	2109735	100.00	0	0.00	0	0.00	2	0.00	91	0.00
Vectors	2109828	1605635	76.11	4	0.00	1	0.00	288	0.01	503900	23.88
Bacteria_24k	2109828	1006770	47.72	29157	1.38	40648	1.93	8677	0.41	1024576	48.56
Protists_1k	2109828	1017144	48.20	7951	0.38	6903	0.33	16450	0.78	1061380	50.31
Viruses	2109828	1109309	52.59	197	0.01	102	0.00	5590	0.26	994630	47.14
Fungi_RefSeq_release	2109828	1068187	50.63	708	0.03	117	0.01	4842	0.23	1035974	49.10
Coral	2109828	1101224	52.20	26	0.00	16	0.00	7610	0.36	1000952	47.44
Bird	2109828	1087403	51.54	191	0.01	516	0.02	6440	0.31	1015278	48.12
Plant	2109828	1088150	51.58	64	0.00	33	0.00	5347	0.25	1016234	48.17

%Hit_no_genomes: 44.50
