#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	17892708	13944286	77.93	11831	0.07	3141	0.02	54519	0.30	3878931	21.68
Ecoli	17892708	17892611	100.00	0	0.00	0	0.00	23	0.00	74	0.00
PhiX	17892708	17892708	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	17892708	17892690	100.00	0	0.00	0	0.00	0	0.00	18	0.00
Vectors	17892708	16685321	93.26	4	0.00	6	0.00	2452	0.01	1204925	6.73
Bacteria_24k	17892708	14200419	79.37	37331	0.21	54298	0.30	46736	0.26	3553924	19.86
Protists_1k	17892708	13724043	76.70	53394	0.30	94424	0.53	39369	0.22	3981478	22.25
Viruses	17892708	14326951	80.08	468	0.00	126	0.00	41233	0.23	3523930	19.69
Fungi_RefSeq_release	17892708	13967798	78.06	7303	0.04	1612	0.01	59084	0.33	3856911	21.56
Coral	17892708	14272840	79.77	1027	0.01	495	0.00	64558	0.36	3553788	19.86
Bird	17892708	14149610	79.08	3603	0.02	4839	0.03	66718	0.37	3667938	20.50
Plant	17892708	14188557	79.31	2362	0.01	603	0.00	59134	0.33	3642052	20.35

%Hit_no_genomes: 75.85
