#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	4589610	4076255	88.81	4535	0.10	1292	0.03	19319	0.42	488209	10.64
Ecoli	4589610	4589607	100.00	0	0.00	0	0.00	1	0.00	2	0.00
PhiX	4589610	4589610	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	4589610	4589607	100.00	0	0.00	0	0.00	0	0.00	3	0.00
Vectors	4589610	4335337	94.46	12	0.00	4	0.00	1356	0.03	252901	5.51
Bacteria_24k	4589610	4206893	91.66	1057	0.02	1246	0.03	11770	0.26	368644	8.03
Protists_1k	4589610	4011426	87.40	18407	0.40	35200	0.77	7590	0.17	516987	11.26
Viruses	4589610	4184341	91.18	205	0.00	81	0.00	11670	0.25	393313	8.57
Fungi_RefSeq_release	4589610	4095414	89.24	2610	0.06	625	0.01	20407	0.44	470554	10.25
Coral	4589610	4184342	91.17	421	0.01	251	0.01	17522	0.38	387074	8.43
Bird	4589610	4142383	90.26	2056	0.04	3106	0.07	20814	0.45	421251	9.18
Plant	4589610	4147401	90.37	1135	0.02	328	0.01	17615	0.38	423131	9.22

%Hit_no_genomes: 86.79
