#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	5285329	4895194	92.61	5695	0.11	1362	0.03	23327	0.44	359751	6.81
Ecoli	5285329	5285324	100.00	0	0.00	0	0.00	1	0.00	4	0.00
PhiX	5285329	5285329	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	5285329	5285300	100.00	0	0.00	0	0.00	5	0.00	24	0.00
Vectors	5285329	5154381	97.52	11	0.00	8	0.00	1400	0.03	129529	2.45
Bacteria_24k	5285329	5034531	95.26	717	0.01	827	0.02	11721	0.22	237533	4.49
Protists_1k	5285329	4817094	91.14	23313	0.44	43953	0.83	8427	0.16	392542	7.43
Viruses	5285329	5015910	94.91	214	0.00	94	0.00	11759	0.22	257352	4.87
Fungi_RefSeq_release	5285329	4915642	93.01	3487	0.07	756	0.01	23868	0.45	341576	6.46
Coral	5285329	5011656	94.83	498	0.01	253	0.00	18217	0.34	254705	4.82
Bird	5285329	4965669	93.96	2305	0.04	6551	0.12	21607	0.41	289197	5.47
Plant	5285329	4973213	94.09	1428	0.03	390	0.01	20443	0.39	289855	5.48

%Hit_no_genomes: 90.49
