#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	8006012	6007149	75.03	5563	0.07	1521	0.02	22320	0.28	1969459	24.60
Ecoli	8006012	8005862	100.00	0	0.00	0	0.00	30	0.00	120	0.00
PhiX	8006012	8006012	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	8006012	8005957	100.00	0	0.00	0	0.00	1	0.00	54	0.00
Vectors	8006012	6877573	85.91	42	0.00	18	0.00	2581	0.03	1125798	14.06
Bacteria_24k	8006012	6064068	75.75	32028	0.40	53151	0.66	24667	0.31	1832098	22.88
Protists_1k	8006012	5902255	73.72	23291	0.29	35461	0.44	29475	0.37	2015530	25.18
Viruses	8006012	6157093	76.91	288	0.00	97	0.00	17785	0.22	1830749	22.87
Fungi_RefSeq_release	8006012	6020349	75.20	3429	0.04	806	0.01	25013	0.31	1956415	24.44
Coral	8006012	6140046	76.69	597	0.01	254	0.00	30075	0.38	1835040	22.92
Bird	8006012	6085164	76.00	1679	0.02	4446	0.06	28873	0.36	1885850	23.56
Plant	8006012	6095592	76.15	1193	0.01	270	0.00	25201	0.31	1883756	23.53

%Hit_no_genomes: 72.22
