NODE_100029_length_2239_cov_2.924766	827	960	6	11	133	0.0827068
NODE_100029_length_2239_cov_2.924766	827	960	8	28	133	0.2105263
NODE_100029_length_2239_cov_2.924766	827	960	9	2	133	0.0150376
NODE_100029_length_2239_cov_2.924766	827	960	10	84	133	0.6315789
NODE_100029_length_2239_cov_2.924766	827	960	12	8	133	0.0601504
NODE_100054_length_2238_cov_4.719963	1205	1338	2	20	133	0.1503759
NODE_100054_length_2238_cov_4.719963	1205	1338	4	5	133	0.0375940
NODE_100054_length_2238_cov_4.719963	1205	1338	5	5	133	0.0375940
NODE_100054_length_2238_cov_4.719963	1205	1338	6	74	133	0.5563910
NODE_100054_length_2238_cov_4.719963	1205	1338	7	12	133	0.0902256
NODE_100054_length_2238_cov_4.719963	1205	1338	9	16	133	0.1203008
NODE_100054_length_2238_cov_4.719963	1205	1338	11	1	133	0.0075188
NODE_100115_length_2237_cov_4.516370	819	952	6	14	133	0.1052632
NODE_100115_length_2237_cov_4.516370	819	952	8	14	133	0.1052632
NODE_100115_length_2237_cov_4.516370	819	952	16	9	133	0.0676692
NODE_100115_length_2237_cov_4.516370	819	952	20	20	133	0.1503759
NODE_100115_length_2237_cov_4.516370	819	952	24	4	133	0.0300752
NODE_100115_length_2237_cov_4.516370	819	952	25	1	133	0.0075188
NODE_100115_length_2237_cov_4.516370	819	952	26	2	133	0.0150376
NODE_100115_length_2237_cov_4.516370	819	952	28	29	133	0.2180451
NODE_100115_length_2237_cov_4.516370	819	952	30	27	133	0.2030075
NODE_100115_length_2237_cov_4.516370	819	952	31	1	133	0.0075188
NODE_100115_length_2237_cov_4.516370	819	952	32	12	133	0.0902256
NODE_10016_length_7401_cov_5.952068	5213	5346	4	34	133	0.2556391
NODE_10016_length_7401_cov_5.952068	5213	5346	6	33	133	0.2481203
NODE_10016_length_7401_cov_5.952068	5213	5346	10	1	133	0.0075188
NODE_10016_length_7401_cov_5.952068	5213	5346	14	65	133	0.4887218
NODE_10019_length_7400_cov_9.406520	639	772	0	133	133	1.0000000
NODE_100205_length_2236_cov_3.732803	1494	1627	6	2	133	0.0150376
NODE_100205_length_2236_cov_3.732803	1494	1627	10	16	133	0.1203008
NODE_100205_length_2236_cov_3.732803	1494	1627	18	9	133	0.0676692
NODE_100205_length_2236_cov_3.732803	1494	1627	19	2	133	0.0150376
NODE_100205_length_2236_cov_3.732803	1494	1627	21	21	133	0.1578947
NODE_100205_length_2236_cov_3.732803	1494	1627	22	24	133	0.1804511
NODE_100205_length_2236_cov_3.732803	1494	1627	26	34	133	0.2556391
