#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	505	479	94.85	0	0.00	0	0.00	0	0.00	26	5.15
Ecoli	505	505	100.00	0	0.00	0	0.00	0	0.00	0	0.00
PhiX	505	505	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	505	505	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Vectors	505	500	99.01	0	0.00	0	0.00	0	0.00	5	0.99
Bacteria_24k	505	484	95.85	0	0.00	0	0.00	3	0.59	18	3.56
Protists_1k	505	465	92.08	3	0.59	5	0.99	1	0.20	31	6.14
Viruses	505	485	96.04	1	0.20	0	0.00	5	0.99	14	2.77
Fungi_RefSeq_release	505	485	96.04	0	0.00	0	0.00	0	0.00	20	3.96
Coral	505	491	97.23	0	0.00	0	0.00	3	0.59	11	2.18
Bird	505	486	96.23	0	0.00	0	0.00	7	1.39	12	2.38
Plant	505	489	96.83	0	0.00	0	0.00	2	0.40	14	2.77

%Hit_no_genomes: 91.88
