#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	3456972	3321499	96.08	39872	1.15	11633	0.34	5897	0.17	78071	2.26
Ecoli	3456972	3455587	99.96	0	0.00	0	0.00	224	0.01	1161	0.03
PhiX	3456972	3456972	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	3456972	3456971	100.00	0	0.00	0	0.00	0	0.00	1	0.00
Vectors	3456972	3445396	99.66	0	0.00	2	0.00	177	0.01	11397	0.33
Bacteria_24k	3456972	2397250	69.35	388506	11.24	466010	13.48	17052	0.49	188154	5.44
Protists_1k	3456972	3166471	91.60	22556	0.65	13697	0.40	92749	2.68	161499	4.67
Viruses	3456972	3411824	98.69	474	0.01	33	0.00	5399	0.16	39242	1.14
Fungi_RefSeq_release	3456972	3374767	97.62	7840	0.23	735	0.02	12559	0.36	61071	1.77
Coral	3456972	3415498	98.81	141	0.00	24	0.00	4592	0.13	36717	1.06
Bird	3456972	3407192	98.56	649	0.02	74	0.00	6398	0.19	42659	1.23
Plant	3456972	3410488	98.66	170	0.00	47	0.00	4263	0.12	42004	1.22

%Hit_no_genomes: 65.00
