#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	3294309	3059491	92.86	40769	1.24	13448	0.41	11719	0.36	168882	5.13
Ecoli	3294309	3294115	100.00	0	0.00	0	0.00	87	0.00	107	0.00
PhiX	3294309	3294309	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	3294309	3294181	100.00	0	0.00	1	0.00	13	0.00	114	0.00
Vectors	3294309	3255567	98.82	7	0.00	0	0.00	533	0.02	38202	1.16
Bacteria_24k	3294309	3120988	94.74	13035	0.40	39767	1.21	11356	0.34	109163	3.31
Protists_1k	3294309	3029943	91.97	18176	0.55	25061	0.76	18655	0.57	202474	6.15
Viruses	3294309	3192651	96.92	379	0.01	162	0.00	8245	0.25	92872	2.82
Fungi_RefSeq_release	3294309	3127751	94.94	3083	0.09	993	0.03	16695	0.51	145787	4.43
Coral	3294309	3198320	97.08	218	0.01	45	0.00	9448	0.29	86278	2.62
Bird	3294309	3173936	96.34	1722	0.05	207	0.01	14676	0.45	103768	3.15
Plant	3294309	3177505	96.46	431	0.01	106	0.00	9786	0.30	106481	3.23

%Hit_no_genomes: 88.36
