#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	7116783	5949135	83.59	11793	0.17	3095	0.04	40508	0.57	1112252	15.63
Ecoli	7116783	7116782	100.00	0	0.00	0	0.00	0	0.00	1	0.00
PhiX	7116783	7116783	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	7116783	7116676	100.00	0	0.00	0	0.00	0	0.00	107	0.00
Vectors	7116783	6355801	89.31	33	0.00	4	0.00	6328	0.09	754617	10.60
Bacteria_24k	7116783	6133307	86.18	1901	0.03	2115	0.03	27306	0.38	952154	13.38
Protists_1k	7116783	5804024	81.55	45367	0.64	75194	1.06	20007	0.28	1172191	16.47
Viruses	7116783	6144771	86.35	578	0.01	722	0.01	23831	0.33	946881	13.30
Fungi_RefSeq_release	7116783	5946267	83.55	10711	0.15	2104	0.03	43372	0.61	1114329	15.66
Coral	7116783	6099883	85.72	1360	0.02	184	0.00	34491	0.48	980865	13.78
Bird	7116783	6040312	84.88	5811	0.08	651	0.01	43504	0.61	1026505	14.42
Plant	7116783	6082017	85.46	2343	0.03	459	0.01	34685	0.49	997279	14.01

%Hit_no_genomes: 80.51
