pos	5pC>T
1	0.00458131572357221
2	0.00814830343875053
3	0.00528238193898693
4	0.00637313301122951
5	0.00702009275531503
6	0.010407241329803
7	0.0117658013781337
8	0.0094091449903398
9	0.00981620994023195
10	0.0107741894248592
11	0.00875193492969863
12	0.00884332525126513
13	0.00935065915809006
14	0.00932533010662437
15	0.0095634949518056
16	0.0099441492984607
17	0.00980956486119626
18	0.0100467074249074
19	0.00976844174854297
20	0.00942828751242133
21	0.0116326715233691
22	0.0101474461672143
23	0.01115656680901
24	0.0101878340081513
25	0.00992907032232875
