#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	3856798	3670678	95.19	4816	0.12	1229	0.03	12503	0.32	167572	4.34
Ecoli	3856798	3856798	100.00	0	0.00	0	0.00	0	0.00	0	0.00
PhiX	3856798	3856798	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	3856798	3856798	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Vectors	3856798	3806879	98.71	7	0.00	0	0.00	901	0.02	49011	1.27
Bacteria_24k	3856798	3729715	96.71	501	0.01	529	0.01	7449	0.19	118604	3.08
Protists_1k	3856798	3618693	93.81	14080	0.37	26507	0.69	5637	0.15	191881	4.98
Viruses	3856798	3732174	96.78	116	0.00	67	0.00	7835	0.20	116606	3.02
Fungi_RefSeq_release	3856798	3672943	95.24	2887	0.07	755	0.02	13545	0.35	166668	4.32
Coral	3856798	3721357	96.50	534	0.01	139	0.00	10458	0.27	124310	3.22
Bird	3856798	3700518	95.95	2316	0.06	315	0.01	15221	0.39	138428	3.59
Plant	3856798	3724748	96.59	575	0.01	116	0.00	10075	0.26	121284	3.14

%Hit_no_genomes: 93.29
