#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	1906366	1822659	95.62	2359	0.12	606	0.03	7136	0.37	73606	3.86
Ecoli	1906366	1906359	100.00	0	0.00	0	0.00	0	0.00	7	0.00
PhiX	1906366	1906366	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	1906366	1906364	100.00	0	0.00	0	0.00	0	0.00	2	0.00
Vectors	1906366	1893836	99.35	6	0.00	0	0.00	277	0.01	12247	0.64
Bacteria_24k	1906366	1856032	97.36	1133	0.06	1641	0.09	4435	0.23	43125	2.26
Protists_1k	1906366	1782753	93.52	7710	0.40	18207	0.96	3060	0.16	94636	4.96
Viruses	1906366	1861111	97.62	111	0.01	29	0.00	4019	0.21	41096	2.16
Fungi_RefSeq_release	1906366	1823111	95.63	1483	0.08	615	0.03	8701	0.46	72456	3.80
Coral	1906366	1865978	97.88	136	0.01	30	0.00	5043	0.26	35179	1.85
Bird	1906366	1851506	97.12	1498	0.08	216	0.01	9673	0.51	43473	2.28
Plant	1906366	1854638	97.29	293	0.02	83	0.00	5589	0.29	45763	2.40

%Hit_no_genomes: 92.83
