#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	9643325	9530698	98.84	1628	0.02	481	0.00	3247	0.03	107271	1.11
Ecoli	9643325	9643306	100.00	0	0.00	0	0.00	4	0.00	15	0.00
PhiX	9643325	9643325	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	9643325	9643244	100.00	0	0.00	0	0.00	28	0.00	53	0.00
Vectors	9643325	9603668	99.59	22	0.00	34	0.00	158	0.00	39443	0.41
Bacteria_24k	9643325	9549951	99.03	4420	0.05	5713	0.06	3767	0.04	79474	0.82
Protists_1k	9643325	9507635	98.60	5904	0.06	9595	0.10	3113	0.03	117078	1.21
Viruses	9643325	9558542	99.12	68	0.00	19	0.00	3846	0.04	80850	0.84
Fungi_RefSeq_release	9643325	9534256	98.87	1199	0.01	284	0.00	4565	0.05	103021	1.07
Coral	9643325	9561003	99.14	153	0.00	14	0.00	4368	0.05	77787	0.81
Bird	9643325	9551455	99.05	664	0.01	54	0.00	7010	0.07	84142	0.87
Plant	9643325	9553086	99.07	174	0.00	46	0.00	3778	0.04	86241	0.89

%Hit_no_genomes: 98.43
