#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	5430176	5281076	97.25	39248	0.72	11721	0.22	4438	0.08	93693	1.73
Ecoli	5430176	5430155	100.00	0	0.00	0	0.00	7	0.00	14	0.00
PhiX	5430176	5430176	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	5430176	5430164	100.00	0	0.00	0	0.00	0	0.00	12	0.00
Vectors	5430176	5409690	99.63	1	0.00	0	0.00	216	0.00	20269	0.37
Bacteria_24k	5430176	5362865	98.76	3927	0.07	5267	0.10	5546	0.10	52571	0.97
Protists_1k	5430176	5307765	97.74	5171	0.10	8897	0.16	5750	0.11	102593	1.89
Viruses	5430176	5373626	98.96	68	0.00	23	0.00	4825	0.09	51634	0.95
Fungi_RefSeq_release	5430176	5347399	98.47	960	0.02	278	0.01	8065	0.15	73474	1.35
Coral	5430176	5378254	99.05	120	0.00	22	0.00	3877	0.07	47903	0.88
Bird	5430176	5368167	98.85	875	0.02	84	0.00	7389	0.14	53661	0.99
Plant	5430176	5371846	98.93	166	0.00	29	0.00	3846	0.07	54289	1.00

%Hit_no_genomes: 96.55
