#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	4713891	4526127	96.01	8280	0.18	2311	0.05	10637	0.23	166536	3.53
Ecoli	4713891	4713698	100.00	0	0.00	0	0.00	35	0.00	158	0.00
PhiX	4713891	4713891	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	4713891	4713889	100.00	0	0.00	0	0.00	0	0.00	2	0.00
Vectors	4713891	4683071	99.35	7	0.00	1	0.00	423	0.01	30389	0.64
Bacteria_24k	4713891	4435537	94.09	49167	1.04	59829	1.27	13934	0.30	155424	3.30
Protists_1k	4713891	4400829	93.36	16537	0.35	30517	0.65	27549	0.58	238459	5.06
Viruses	4713891	4596723	97.51	492	0.01	114	0.00	9708	0.21	106854	2.27
Fungi_RefSeq_release	4713891	4519896	95.88	2917	0.06	1891	0.04	16322	0.35	172865	3.67
Coral	4713891	4612490	97.86	203	0.00	58	0.00	8573	0.18	92567	1.96
Bird	4713891	4590980	97.40	2098	0.04	232	0.00	18645	0.40	101936	2.16
Plant	4713891	4598103	97.55	347	0.01	108	0.00	9041	0.19	106292	2.25

%Hit_no_genomes: 90.56
