#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	6639130	6036903	90.93	7950	0.12	2069	0.03	30536	0.46	561672	8.46
Ecoli	6639130	6639129	100.00	0	0.00	0	0.00	1	0.00	0	0.00
PhiX	6639130	6639130	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	6639130	6639106	100.00	0	0.00	0	0.00	10	0.00	14	0.00
Vectors	6639130	6401682	96.42	27	0.00	5	0.00	2705	0.04	234711	3.54
Bacteria_24k	6639130	6217720	93.65	925	0.01	998	0.02	17843	0.27	401644	6.05
Protists_1k	6639130	5934986	89.39	30883	0.47	55976	0.84	11781	0.18	605504	9.12
Viruses	6639130	6196081	93.33	374	0.01	128	0.00	16210	0.24	426337	6.42
Fungi_RefSeq_release	6639130	6059190	91.26	5305	0.08	1297	0.02	32884	0.50	540454	8.14
Coral	6639130	6190932	93.24	807	0.01	343	0.01	25671	0.39	421377	6.35
Bird	6639130	6126291	92.27	3872	0.06	9201	0.14	32013	0.48	467753	7.05
Plant	6639130	6139543	92.47	1894	0.03	470	0.01	26576	0.40	470647	7.09

%Hit_no_genomes: 88.62
