#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	3119895	2778415	89.06	4753	0.15	1370	0.04	15695	0.50	319662	10.25
Ecoli	3119895	3119890	100.00	0	0.00	0	0.00	1	0.00	4	0.00
PhiX	3119895	3119895	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	3119895	3119870	100.00	0	0.00	0	0.00	2	0.00	23	0.00
Vectors	3119895	2945856	94.42	8	0.00	0	0.00	1432	0.05	172599	5.53
Bacteria_24k	3119895	2831636	90.75	2103	0.07	4935	0.16	11133	0.36	270088	8.66
Protists_1k	3119895	2702578	86.62	18406	0.59	29264	0.94	8467	0.27	361180	11.58
Viruses	3119895	2854448	91.49	256	0.01	57	0.00	9886	0.32	255248	8.18
Fungi_RefSeq_release	3119895	2771742	88.84	2957	0.09	1895	0.06	17047	0.55	326254	10.46
Coral	3119895	2848118	91.29	373	0.01	73	0.00	12040	0.39	259291	8.31
Bird	3119895	2829294	90.68	1765	0.06	294	0.01	17792	0.57	270750	8.68
Plant	3119895	2843077	91.12	789	0.03	189	0.01	11586	0.37	264254	8.47

%Hit_no_genomes: 85.67
