#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	1533745	1262304	82.30	2638	0.17	1245	0.08	11494	0.75	256064	16.70
Ecoli	1533745	1533741	100.00	0	0.00	0	0.00	0	0.00	4	0.00
PhiX	1533745	1533745	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	1533745	1533733	100.00	0	0.00	0	0.00	0	0.00	12	0.00
Vectors	1533745	1362589	88.84	6	0.00	7	0.00	2279	0.15	168864	11.01
Bacteria_24k	1533745	1309873	85.40	286	0.02	148	0.01	5550	0.36	217888	14.21
Protists_1k	1533745	1223168	79.75	14877	0.97	18005	1.17	6246	0.41	271449	17.70
Viruses	1533745	1311778	85.53	58	0.00	11	0.00	6237	0.41	215661	14.06
Fungi_RefSeq_release	1533745	1262681	82.33	2195	0.14	704	0.05	10446	0.68	257719	16.80
Coral	1533745	1299372	84.72	319	0.02	49	0.00	10210	0.67	223795	14.59
Bird	1533745	1283159	83.66	1671	0.11	311	0.02	12436	0.81	236168	15.40
Plant	1533745	1294460	84.40	490	0.03	66	0.00	9154	0.60	229575	14.97

%Hit_no_genomes: 78.56
