#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	14722	13231	89.87	16	0.11	2	0.01	47	0.32	1426	9.69
Ecoli	14722	14722	100.00	0	0.00	0	0.00	0	0.00	0	0.00
PhiX	14722	14722	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	14722	14720	99.98	0	0.00	0	0.00	1	0.01	1	0.01
Vectors	14722	13945	94.73	0	0.00	0	0.00	5	0.03	772	5.24
Bacteria_24k	14722	13724	93.23	3	0.02	6	0.04	39	0.26	950	6.45
Protists_1k	14722	12968	88.09	80	0.54	69	0.47	33	0.22	1572	10.68
Viruses	14722	13754	93.43	0	0.00	0	0.00	24	0.16	944	6.41
Fungi_RefSeq_release	14722	13265	90.10	24	0.16	22	0.15	66	0.45	1345	9.14
Coral	14722	13653	92.73	1	0.01	0	0.00	82	0.56	986	6.70
Bird	14722	13557	92.08	14	0.10	1	0.01	53	0.36	1097	7.45
Plant	14722	13616	92.49	5	0.03	1	0.01	77	0.52	1023	6.95

%Hit_no_genomes: 87.16
