#Fastq_screen version: 0.14.1	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	3617925	3579077	98.92	1349	0.04	437	0.01	3109	0.09	33953	0.94
Ecoli	3617925	3617924	100.00	0	0.00	0	0.00	0	0.00	1	0.00
PhiX	3617925	3617925	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	3617925	3617879	100.00	1	0.00	0	0.00	4	0.00	41	0.00
Vectors	3617925	3615329	99.92	3	0.00	2	0.00	203	0.01	2388	0.07
Bacteria_24k	3617925	3593878	99.34	263	0.01	407	0.01	1977	0.05	21400	0.59
Protists_1k	3617925	3563509	98.50	4821	0.13	7581	0.21	1496	0.04	40518	1.12
Viruses	3617925	3596795	99.41	43	0.00	13	0.00	2733	0.08	18341	0.51
Fungi_RefSeq_release	3617925	3580437	98.97	947	0.03	531	0.01	3770	0.10	32240	0.89
Coral	3617925	3595054	99.37	177	0.00	34	0.00	2204	0.06	20456	0.57
Bird	3617925	3588236	99.18	916	0.03	118	0.00	4504	0.12	24151	0.67
Plant	3617925	3596540	99.42	153	0.00	19	0.00	2613	0.07	18600	0.51

%Hit_no_genomes: 98.30
