#Fastq_screen version: 0.14.1	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	3566264	3531160	99.02	1323	0.04	392	0.01	2924	0.08	30465	0.85
Ecoli	3566264	3566264	100.00	0	0.00	0	0.00	0	0.00	0	0.00
PhiX	3566264	3566264	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	3566264	3566263	100.00	0	0.00	0	0.00	0	0.00	1	0.00
Vectors	3566264	3563740	99.93	4	0.00	1	0.00	206	0.01	2313	0.06
Bacteria_24k	3566264	3545208	99.40	203	0.01	327	0.01	1667	0.05	18859	0.53
Protists_1k	3566264	3516970	98.61	4655	0.13	7027	0.20	1399	0.04	36213	1.02
Viruses	3566264	3547288	99.47	41	0.00	13	0.00	2227	0.06	16695	0.47
Fungi_RefSeq_release	3566264	3532696	99.06	939	0.03	423	0.01	3521	0.10	28685	0.80
Coral	3566264	3545812	99.44	107	0.00	27	0.00	1961	0.05	18357	0.51
Bird	3566264	3539472	99.25	854	0.02	122	0.00	4209	0.12	21607	0.61
Plant	3566264	3546571	99.45	166	0.00	25	0.00	2333	0.07	17169	0.48

%Hit_no_genomes: 98.43
