#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	6265546	2621837	41.85	2684	0.04	772	0.01	24127	0.39	3616126	57.71
Ecoli	6265546	6265527	100.00	0	0.00	0	0.00	1	0.00	18	0.00
PhiX	6265546	6265546	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	6265546	6265465	100.00	0	0.00	0	0.00	6	0.00	75	0.00
Vectors	6265546	4606448	73.52	6	0.00	14	0.00	2564	0.04	1656514	26.44
Bacteria_24k	6265546	2825854	45.10	2485	0.04	3269	0.05	28157	0.45	3405781	54.36
Protists_1k	6265546	2547435	40.66	15122	0.24	36430	0.58	8340	0.13	3658219	58.39
Viruses	6265546	2815521	44.94	190	0.00	96	0.00	24438	0.39	3425301	54.67
Fungi_RefSeq_release	6265546	2623784	41.87	2307	0.04	508	0.01	25728	0.41	3613219	57.67
Coral	6265546	2773477	44.26	342	0.01	133	0.00	38156	0.61	3453438	55.12
Bird	6265546	2742898	43.78	767	0.01	109	0.00	34973	0.56	3486799	55.65
Plant	6265546	2722083	43.46	883	0.01	233	0.00	28352	0.45	3513995	56.08

%Hit_no_genomes: 40.25
