#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	231801	14593	6.30	40	0.02	10	0.00	309	0.13	216849	93.55
Ecoli	231801	231801	100.00	0	0.00	0	0.00	0	0.00	0	0.00
PhiX	231801	231801	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	231801	231799	100.00	0	0.00	0	0.00	1	0.00	1	0.00
Vectors	231801	44212	19.07	0	0.00	0	0.00	116	0.05	187473	80.88
Bacteria_24k	231801	19784	8.52	15	0.01	14	0.01	733	0.32	211255	91.14
Protists_1k	231801	13978	6.04	143	0.06	358	0.15	120	0.05	217202	93.70
Viruses	231801	17697	7.64	1	0.00	1	0.00	381	0.16	213721	92.20
Fungi_RefSeq_release	231801	14803	6.39	17	0.01	11	0.00	370	0.16	216600	93.44
Coral	231801	17463	7.54	1	0.00	0	0.00	841	0.36	213496	92.10
Bird	231801	16799	7.25	6	0.00	3	0.00	593	0.26	214400	92.49
Plant	231801	15711	6.79	11	0.00	8	0.00	443	0.19	215628	93.02

%Hit_no_genomes: 5.88
