#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	2587929	1637989	63.29	2925	0.11	680	0.03	18508	0.72	927827	35.85
Ecoli	2587929	2587606	99.99	0	0.00	0	0.00	2	0.00	321	0.01
PhiX	2587929	2587929	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	2587929	2587929	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Vectors	2587929	1997076	77.17	1	0.00	5	0.00	2232	0.09	588615	22.74
Bacteria_24k	2587929	1753064	67.73	519	0.02	2794	0.11	13872	0.54	817680	31.60
Protists_1k	2587929	1570102	60.68	17721	0.68	35531	1.37	5893	0.23	958682	37.04
Viruses	2587929	1740196	67.24	198	0.01	72	0.00	11892	0.46	835571	32.29
Fungi_RefSeq_release	2587929	1647737	63.68	2376	0.09	491	0.02	18244	0.70	919081	35.51
Coral	2587929	1737065	67.13	282	0.01	303	0.01	18734	0.72	831545	32.13
Bird	2587929	1705353	65.89	1211	0.05	132	0.01	20257	0.78	860976	33.27
Plant	2587929	1701175	65.73	696	0.03	179	0.01	16026	0.62	869853	33.61

%Hit_no_genomes: 59.89
