#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	8043672	6081144	75.60	5011	0.06	1100	0.01	27826	0.35	1928591	23.98
Ecoli	8043672	8043622	100.00	0	0.00	0	0.00	5	0.00	45	0.00
PhiX	8043672	8043672	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	8043672	8043665	100.00	0	0.00	0	0.00	2	0.00	5	0.00
Vectors	8043672	6878581	85.51	12	0.00	6	0.00	2178	0.03	1162895	14.46
Bacteria_24k	8043672	6248444	77.68	4350	0.05	6299	0.08	20815	0.26	1763764	21.93
Protists_1k	8043672	5976634	74.30	27218	0.34	52216	0.65	10411	0.13	1977193	24.58
Viruses	8043672	6246186	77.65	219	0.00	72	0.00	16509	0.21	1780686	22.14
Fungi_RefSeq_release	8043672	6089203	75.70	3593	0.04	720	0.01	28679	0.36	1921477	23.89
Coral	8043672	6214471	77.26	567	0.01	259	0.00	29065	0.36	1799310	22.37
Bird	8043672	6193894	77.01	1660	0.02	214	0.00	30100	0.37	1817804	22.60
Plant	8043672	6174158	76.76	1433	0.02	341	0.00	24982	0.31	1842758	22.91

%Hit_no_genomes: 73.86
