
Analysis complete for Sde-ABul_011-Ex1-cssl.clmp.r1.fq.gz
Started analysis of Sde-ABul_011-Ex1-cssl.clmp.r1.fq.gz
[2022-11-16 11:38:19,218] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Sde-ATum_045-Ex1-cssl.clmp.r1.fq.gz
[2022-11-16 11:38:19,238] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Sde-CJol_030-Ex1-cssl.clmp.r1_fastqc.html
[2022-11-16 11:38:19,246] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Sde-CJol_030-Ex1-cssl.clmp.r1_fastqc.html
[2022-11-16 11:38:19,354] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Sde-CVal_091-Ex1-cssl.clmp.r2_fastqc.html
[2022-11-16 11:38:19,361] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Sde-CVal_091-Ex1-cssl.clmp.r2_fastqc.html
[2022-11-16 11:38:19,470] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Sde-ATum_008-Ex1-cssl.clmp.r1_fastqc.html
[2022-11-16 11:38:19,477] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Sde-ATum_008-Ex1-cssl.clmp.r1_fastqc.html
[2022-11-16 11:38:19,568] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Sde-ATum_018-Ex1-cssl.clmp.r2.fq.gz
[2022-11-16 11:38:19,569] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Sde-CTum_042-Ex1-cssl.clmp.r2.fq.gz
[2022-11-16 11:38:19,591] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Sde-ATum_013-Ex1-cssl.clmp.r2_fastqc.html
[2022-11-16 11:38:19,599] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Sde-ATum_013-Ex1-cssl.clmp.r2_fastqc.html
[2022-11-16 11:38:19,688] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Sde-CTum_037-Ex1-cssl.clmp.r2.fq.gz
[2022-11-16 11:38:19,692] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Sde-AGui_018-Ex1-cssl.clmp.r2.fq.gz
[2022-11-16 11:38:19,713] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Sde-ABul_029-Ex1-cssl.clmp.r1_fastqc.html
[2022-11-16 11:38:19,721] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Sde-ABul_029-Ex1-cssl.clmp.r1_fastqc.html
[2022-11-16 11:38:19,830] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Sde-CVal_086-Ex1-cssl.clmp.r2_fastqc.html
[2022-11-16 11:38:19,838] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Sde-CVal_086-Ex1-cssl.clmp.r2_fastqc.html
[2022-11-16 11:38:19,947] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Sde-ABul_090-Ex1-cssl.clmp.r1_fastqc.html
[2022-11-16 11:38:19,955] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Sde-ABul_090-Ex1-cssl.clmp.r1_fastqc.html
[2022-11-16 11:38:20,063] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Sde-CJol_053-Ex1-cssl.clmp.r2_fastqc.html
[2022-11-16 11:38:20,070] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Sde-CJol_053-Ex1-cssl.clmp.r2_fastqc.html
[2022-11-16 11:38:20,175] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Sde-CVal_058-Ex1-cssl.clmp.r1_fastqc.html
[2022-11-16 11:38:20,183] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Sde-CVal_058-Ex1-cssl.clmp.r1_fastqc.html
[2022-11-16 11:38:20,270] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Sde-CJol_077-Ex1-cssl.clmp.r1.fq.gz
[2022-11-16 11:38:20,288] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Sde-ABul_040-Ex1-cssl.clmp.r1_fastqc.html
[2022-11-16 11:38:20,296] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Sde-ABul_040-Ex1-cssl.clmp.r1_fastqc.html
[2022-11-16 11:38:20,386] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Sde-CVal_044-Ex1-cssl.clmp.r2.fq.gz
[2022-11-16 11:38:20,386] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Sde-CVal_060-Ex1-cssl.clmp.r2.fq.gz
[2022-11-16 11:38:20,405] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Sde-ABul_028-Ex1-cssl.clmp.r2_fastqc.html
[2022-11-16 11:38:20,414] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Sde-ABul_028-Ex1-cssl.clmp.r2_fastqc.html
[2022-11-16 11:38:20,522] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Sde-AGui_019-Ex1-cssl.clmp.r2_fastqc.html
[2022-11-16 11:38:20,530] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Sde-AGui_019-Ex1-cssl.clmp.r2_fastqc.html
[2022-11-16 11:38:20,623] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Sde-CVal_061-Ex1-cssl.clmp.r2.fq.gz
[2022-11-16 11:38:20,643] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Sde-CTum_016-Ex1-cssl.clmp.r2_fastqc.html
[2022-11-16 11:38:20,650] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Sde-CTum_016-Ex1-cssl.clmp.r2_fastqc.html
[2022-11-16 11:38:20,755] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Sde-ATum_040-Ex1-cssl.clmp.r1_fastqc.html
[2022-11-16 11:38:20,763] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Sde-ATum_040-Ex1-cssl.clmp.r1_fastqc.html
[2022-11-16 11:38:20,874] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Sde-AGui_021-Ex1-cssl.clmp.r2_fastqc.html
[2022-11-16 11:38:20,881] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Sde-AGui_021-Ex1-cssl.clmp.r2_fastqc.html
[2022-11-16 11:38:20,993] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Sde-CVal_047-Ex1-cssl.clmp.r1_fastqc.html
[2022-11-16 11:38:21,000] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Sde-CVal_047-Ex1-cssl.clmp.r1_fastqc.html
[2022-11-16 11:38:21,090] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Sde-CJol_034-Ex1-cssl.clmp.r1.fq.gz
[2022-11-16 11:38:21,095] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Sde-CTum_055-Ex1-cssl.clmp.r2.fq.gz
[2022-11-16 11:38:21,114] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Sde-CJol_074-Ex1-cssl.clmp.r1_fastqc.html
[2022-11-16 11:38:21,121] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Sde-CJol_074-Ex1-cssl.clmp.r1_fastqc.html
[2022-11-16 11:38:21,208] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Sde-ABul_043-Ex1-cssl.clmp.r2.fq.gz
[2022-11-16 11:38:21,228] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Sde-AGui_020-Ex1-cssl.clmp.r2_fastqc.html
[2022-11-16 11:38:21,236] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Sde-AGui_020-Ex1-cssl.clmp.r2_fastqc.html
[2022-11-16 11:38:21,328] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Sde-CTum_057-Ex1-cssl.clmp.r2.fq.gz
[2022-11-16 11:38:21,351] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Sde-ABul_021-Ex1-cssl.clmp.r1_fastqc.html
[2022-11-16 11:38:21,359] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Sde-ABul_021-Ex1-cssl.clmp.r1_fastqc.html
[2022-11-16 11:38:21,448] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Sde-CTum_061-Ex1-cssl.clmp.r1.fq.gz
[2022-11-16 11:38:21,468] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Sde-CTum_027-Ex1-cssl.clmp.r1_fastqc.html
[2022-11-16 11:38:21,476] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Sde-CTum_027-Ex1-cssl.clmp.r1_fastqc.html
[2022-11-16 11:38:21,560] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Sde-CJol_096-Ex1-cssl.clmp.r2.fq.gz
[2022-11-16 11:38:21,561] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Sde-ATum_014-Ex1-cssl.clmp.r1.fq.gz
[2022-11-16 11:38:21,579] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Sde-ATum_044-Ex1-cssl.clmp.r1_fastqc.html
[2022-11-16 11:38:21,587] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Sde-ATum_044-Ex1-cssl.clmp.r1_fastqc.html
[2022-11-16 11:38:21,698] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Sde-ABul_049-Ex1-cssl.clmp.r1_fastqc.html
[2022-11-16 11:38:21,706] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Sde-ABul_049-Ex1-cssl.clmp.r1_fastqc.html
[2022-11-16 11:38:21,824] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Sde-AGui_029-Ex1-cssl.clmp.r1_fastqc.html
[2022-11-16 11:38:21,832] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Sde-AGui_029-Ex1-cssl.clmp.r1_fastqc.html
[2022-11-16 11:38:21,951] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Sde-CTum_010-Ex1-cssl.clmp.r1_fastqc.html
[2022-11-16 11:38:21,959] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Sde-CTum_010-Ex1-cssl.clmp.r1_fastqc.html
[2022-11-16 11:38:22,070] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Sde-ATum_013-Ex1-cssl.clmp.r1_fastqc.html
[2022-11-16 11:38:22,078] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Sde-ATum_013-Ex1-cssl.clmp.r1_fastqc.html
[2022-11-16 11:38:22,174] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Sde-ABul_040-Ex1-cssl.clmp.r1.fq.gz
[2022-11-16 11:38:22,175] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Sde-AGui_015-Ex1-cssl.clmp.r1.fq.gz
[2022-11-16 11:38:22,199] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Sde-ABul_004-Ex1-cssl.clmp.r1_fastqc.html
[2022-11-16 11:38:22,207] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Sde-ABul_004-Ex1-cssl.clmp.r1_fastqc.html
[2022-11-16 11:38:22,318] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Sde-ABul_069-Ex1-cssl.clmp.r2_fastqc.html
[2022-11-16 11:38:22,326] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Sde-ABul_069-Ex1-cssl.clmp.r2_fastqc.html
[2022-11-16 11:38:22,418] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Sde-ATum_026-Ex1-cssl.clmp.r2.fq.gz
[2022-11-16 11:38:22,419] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Sde-CJol_043-Ex1-cssl.clmp.r2.fq.gz
[2022-11-16 11:38:22,440] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Sde-CVal_014-Ex1-cssl.clmp.r1_fastqc.html
[2022-11-16 11:38:22,448] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Sde-CVal_014-Ex1-cssl.clmp.r1_fastqc.html
[2022-11-16 11:38:22,541] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Sde-AGui_034-Ex1-cssl.clmp.r1.fq.gz
[2022-11-16 11:38:22,561] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Sde-CTum_061-Ex1-cssl.clmp.r1_fastqc.html
[2022-11-16 11:38:22,569] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Sde-CTum_061-Ex1-cssl.clmp.r1_fastqc.html
[2022-11-16 11:38:22,653] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Sde-CJol_020-Ex1-cssl.clmp.r2.fq.gz
[2022-11-16 11:38:22,672] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Sde-CVal_051-Ex1-cssl.clmp.r2_fastqc.html
[2022-11-16 11:38:22,679] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Sde-CVal_051-Ex1-cssl.clmp.r2_fastqc.html
[2022-11-16 11:38:22,788] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Sde-CJol_083-Ex1-cssl.clmp.r1_fastqc.html
[2022-11-16 11:38:22,795] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Sde-CJol_083-Ex1-cssl.clmp.r1_fastqc.html
[2022-11-16 11:38:22,898] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Sde-ATum_026-Ex1-cssl.clmp.r2_fastqc.html
[2022-11-16 11:38:22,906] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Sde-ATum_026-Ex1-cssl.clmp.r2_fastqc.html
[2022-11-16 11:38:23,012] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Sde-CHam_014-Ex1-cssl2.clmp.r2_fastqc.html
[2022-11-16 11:38:23,019] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Sde-CHam_014-Ex1-cssl2.clmp.r2_fastqc.html
[2022-11-16 11:38:23,130] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Sde-CTum_017-Ex1-cssl.clmp.r1_fastqc.html
[2022-11-16 11:38:23,137] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Sde-CTum_017-Ex1-cssl.clmp.r1_fastqc.html
[2022-11-16 11:38:23,244] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Sde-AGui_025-Ex1-cssl.clmp.r2_fastqc.html
[2022-11-16 11:38:23,251] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Sde-AGui_025-Ex1-cssl.clmp.r2_fastqc.html
[2022-11-16 11:38:23,344] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Sde-CMat_055-Ex1-cssl2.clmp.r1.fq.gz
[2022-11-16 11:38:23,368] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Sde-ABul_016-Ex1-cssl.clmp.r2_fastqc.html
[2022-11-16 11:38:23,376] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Sde-ABul_016-Ex1-cssl.clmp.r2_fastqc.html
[2022-11-16 11:38:23,466] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Sde-CJol_051-Ex1-cssl.clmp.r2.fq.gz
[2022-11-16 11:38:23,489] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Sde-ATum_033-Ex1-cssl.clmp.r2_fastqc.html
[2022-11-16 11:38:23,497] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Sde-ATum_033-Ex1-cssl.clmp.r2_fastqc.html
[2022-11-16 11:38:23,606] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Sde-AGui_034-Ex1-cssl.clmp.r2_fastqc.html
[2022-11-16 11:38:23,614] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Sde-AGui_034-Ex1-cssl.clmp.r2_fastqc.html
[2022-11-16 11:38:23,724] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Sde-ABul_082-Ex1-cssl.clmp.r1_fastqc.html
[2022-11-16 11:38:23,732] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Sde-ABul_082-Ex1-cssl.clmp.r1_fastqc.html
[2022-11-16 11:38:23,840] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Sde-CVal_025-Ex1-cssl.clmp.r1_fastqc.html
[2022-11-16 11:38:23,848] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Sde-CVal_025-Ex1-cssl.clmp.r1_fastqc.html
[2022-11-16 11:38:23,938] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Sde-CTum_032-Ex1-cssl.clmp.r1.fq.gz
[2022-11-16 11:38:23,940] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Sde-CTum_048-Ex1-cssl.clmp.r1.fq.gz
[2022-11-16 11:38:23,963] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Sde-ABul_003-Ex1-cssl.clmp.r2_fastqc.html
[2022-11-16 11:38:23,971] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Sde-ABul_003-Ex1-cssl.clmp.r2_fastqc.html
[2022-11-16 11:38:24,083] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Sde-CTum_011-Ex1-cssl.clmp.r1_fastqc.html
[2022-11-16 11:38:24,090] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Sde-CTum_011-Ex1-cssl.clmp.r1_fastqc.html
[2022-11-16 11:38:24,176] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Sde-CJol_062-Ex1-cssl.clmp.r2.fq.gz
[2022-11-16 11:38:24,200] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Sde-CJol_015-Ex1-cssl.clmp.r1_fastqc.html
[2022-11-16 11:38:24,208] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Sde-CJol_015-Ex1-cssl.clmp.r1_fastqc.html
[2022-11-16 11:38:24,311] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Sde-CTum_043-Ex1-cssl.clmp.r1_fastqc.html
[2022-11-16 11:38:24,319] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Sde-CTum_043-Ex1-cssl.clmp.r1_fastqc.html
[2022-11-16 11:38:24,427] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Sde-AGui_001-Ex1-cssl.clmp.r2_fastqc.html
[2022-11-16 11:38:24,435] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Sde-AGui_001-Ex1-cssl.clmp.r2_fastqc.html
[2022-11-16 11:38:24,547] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Sde-ATum_047-Ex1-cssl.clmp.r2_fastqc.html
[2022-11-16 11:38:24,554] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Sde-ATum_047-Ex1-cssl.clmp.r2_fastqc.html
[2022-11-16 11:38:24,643] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Sde-CVal_092-Ex1-cssl.clmp.r2.fq.gz
[2022-11-16 11:38:24,662] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Sde-CJol_042-Ex1-cssl.clmp.r2_fastqc.html
[2022-11-16 11:38:24,670] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Sde-CJol_042-Ex1-cssl.clmp.r2_fastqc.html
[2022-11-16 11:38:24,774] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Sde-ATum_004-Ex1-cssl.clmp.r2_fastqc.html
[2022-11-16 11:38:24,781] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Sde-ATum_004-Ex1-cssl.clmp.r2_fastqc.html
[2022-11-16 11:38:24,872] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Sde-CVal_081-Ex1-cssl.clmp.r1.fq.gz
[2022-11-16 11:38:24,873] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Sde-CTum_055-Ex1-cssl.clmp.r1.fq.gz
[2022-11-16 11:38:24,892] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Sde-CVal_027-Ex1-cssl.clmp.r1_fastqc.html
[2022-11-16 11:38:24,899] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Sde-CVal_027-Ex1-cssl.clmp.r1_fastqc.html
[2022-11-16 11:38:24,988] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Sde-CTum_037-Ex1-cssl.clmp.r1.fq.gz
[2022-11-16 11:38:24,989] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Sde-ABul_070-Ex1-cssl.clmp.r2.fq.gz
[2022-11-16 11:38:24,989] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Sde-AGui_014-Ex1-cssl.clmp.r2.fq.gz
[2022-11-16 11:38:24,989] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Sde-ABul_069-Ex1-cssl.clmp.r2.fq.gz
[2022-11-16 11:38:25,012] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Sde-ABul_061-Ex1-cssl.clmp.r2_fastqc.html
[2022-11-16 11:38:25,020] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Sde-ABul_061-Ex1-cssl.clmp.r2_fastqc.html
[2022-11-16 11:38:25,128] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Sde-CJol_053-Ex1-cssl.clmp.r1_fastqc.html
[2022-11-16 11:38:25,135] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Sde-CJol_053-Ex1-cssl.clmp.r1_fastqc.html
[2022-11-16 11:38:25,223] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Sde-CJol_092-Ex1-cssl.clmp.r1.fq.gz
[2022-11-16 11:38:25,223] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Sde-ATum_009-Ex1-cssl.clmp.r1.fq.gz
[2022-11-16 11:38:25,224] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Sde-ABul_092-Ex1-cssl.clmp.r1.fq.gz
[2022-11-16 11:38:25,249] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Sde-AGui_006-Ex1-cssl.clmp.r1_fastqc.html
[2022-11-16 11:38:25,257] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Sde-AGui_006-Ex1-cssl.clmp.r1_fastqc.html
[2022-11-16 11:38:25,373] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Sde-AGui_014-Ex1-cssl.clmp.r2_fastqc.html
[2022-11-16 11:38:25,381] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Sde-AGui_014-Ex1-cssl.clmp.r2_fastqc.html
[2022-11-16 11:38:25,472] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Sde-CJol_033-Ex1-cssl.clmp.r1.fq.gz
[2022-11-16 11:38:25,473] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Sde-CVal_085-Ex1-cssl.clmp.r2.fq.gz
[2022-11-16 11:38:25,475] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Sde-ABul_083-Ex1-cssl.clmp.r1.fq.gz
[2022-11-16 11:38:25,496] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Sde-ABul_054-Ex1-cssl.clmp.r2_fastqc.html
[2022-11-16 11:38:25,503] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Sde-ABul_054-Ex1-cssl.clmp.r2_fastqc.html
[2022-11-16 11:38:25,616] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Sde-ATum_017-Ex1-cssl.clmp.r2_fastqc.html
[2022-11-16 11:38:25,624] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Sde-ATum_017-Ex1-cssl.clmp.r2_fastqc.html
[2022-11-16 11:38:25,714] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Sde-ABul_085-Ex1-cssl.clmp.r2.fq.gz
[2022-11-16 11:38:25,736] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Sde-ATum_035-Ex1-cssl.clmp.r2_fastqc.html
[2022-11-16 11:38:25,744] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Sde-ATum_035-Ex1-cssl.clmp.r2_fastqc.html
[2022-11-16 11:38:25,833] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Sde-CVal_095-Ex1-cssl.clmp.r2.fq.gz
