#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	2953558	2953224	99.99	191	0.01	37	0.00	83	0.00	23	0.00
Ecoli	2953558	2953558	100.00	0	0.00	0	0.00	0	0.00	0	0.00
PhiX	2953558	2953558	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	2953558	2953558	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Vectors	2953558	2953558	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Bacteria_24k	2953558	2953525	100.00	18	0.00	5	0.00	7	0.00	3	0.00
Protists_1k	2953558	2952604	99.97	609	0.02	239	0.01	79	0.00	27	0.00
Viruses	2953558	2953524	100.00	16	0.00	4	0.00	12	0.00	2	0.00
Fungi_RefSeq_release	2953558	2953281	99.99	156	0.01	26	0.00	75	0.00	20	0.00
Coral	2953558	2953510	100.00	26	0.00	1	0.00	15	0.00	6	0.00
Bird	2953558	2953441	100.00	64	0.00	9	0.00	34	0.00	10	0.00
Plant	2953558	2953427	100.00	69	0.00	11	0.00	40	0.00	11	0.00

%Hit_no_genomes: 99.94
