#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	1570658	1570571	100.00	53	0.00	4	0.00	23	0.00	7	0.00
Ecoli	1570658	1570658	100.00	0	0.00	0	0.00	0	0.00	0	0.00
PhiX	1570658	1570658	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	1570658	1570658	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Vectors	1570658	1570657	100.00	1	0.00	0	0.00	0	0.00	0	0.00
Bacteria_24k	1570658	1570625	100.00	22	0.00	7	0.00	3	0.00	1	0.00
Protists_1k	1570658	1570362	99.98	180	0.01	85	0.01	17	0.00	14	0.00
Viruses	1570658	1570646	100.00	4	0.00	0	0.00	7	0.00	1	0.00
Fungi_RefSeq_release	1570658	1570580	100.00	43	0.00	5	0.00	16	0.00	14	0.00
Coral	1570658	1570639	100.00	4	0.00	2	0.00	10	0.00	3	0.00
Bird	1570658	1570627	100.00	18	0.00	3	0.00	9	0.00	1	0.00
Plant	1570658	1570620	100.00	10	0.00	6	0.00	17	0.00	5	0.00

%Hit_no_genomes: 99.97
