#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	4167431	4166922	99.99	319	0.01	45	0.00	110	0.00	35	0.00
Ecoli	4167431	4167431	100.00	0	0.00	0	0.00	0	0.00	0	0.00
PhiX	4167431	4167431	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	4167431	4167431	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Vectors	4167431	4167431	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Bacteria_24k	4167431	4167369	100.00	25	0.00	6	0.00	21	0.00	10	0.00
Protists_1k	4167431	4165611	99.96	1126	0.03	532	0.01	115	0.00	47	0.00
Viruses	4167431	4167378	100.00	20	0.00	3	0.00	26	0.00	4	0.00
Fungi_RefSeq_release	4167431	4167025	99.99	249	0.01	33	0.00	93	0.00	31	0.00
Coral	4167431	4167340	100.00	45	0.00	8	0.00	31	0.00	7	0.00
Bird	4167431	4167274	100.00	81	0.00	12	0.00	53	0.00	11	0.00
Plant	4167431	4167246	100.00	98	0.00	14	0.00	55	0.00	18	0.00

%Hit_no_genomes: 99.93
