#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	1418911	1284518	90.53	1529	0.11	419	0.03	6003	0.42	126442	8.91
Ecoli	1418911	1418911	100.00	0	0.00	0	0.00	0	0.00	0	0.00
PhiX	1418911	1418911	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	1418911	1418904	100.00	0	0.00	0	0.00	0	0.00	7	0.00
Vectors	1418911	1358656	95.76	1	0.00	0	0.00	454	0.03	59800	4.21
Bacteria_24k	1418911	1319925	93.03	152	0.01	113	0.01	3614	0.25	95107	6.70
Protists_1k	1418911	1258582	88.70	7330	0.52	12979	0.91	2247	0.16	137773	9.71
Viruses	1418911	1315080	92.68	74	0.01	29	0.00	3386	0.24	100342	7.07
Fungi_RefSeq_release	1418911	1286405	90.65	1117	0.08	234	0.02	6634	0.47	124521	8.78
Coral	1418911	1315540	92.71	125	0.01	80	0.01	4805	0.34	98361	6.93
Bird	1418911	1301111	91.70	641	0.05	3130	0.22	6282	0.44	107747	7.59
Plant	1418911	1306462	92.07	330	0.02	80	0.01	5065	0.36	106974	7.54

%Hit_no_genomes: 87.92
